-14.294222118 -3.452076431 38.602801826 0.575345069 -0.038516819 0.787081736 -0.219081828
-14.006377951 -1.494545182 31.488254769 0.727560346 -0.323632585 -0.101505571 0.596334229
-4.051520594 -7.110767676 39.907506213 0.827067892 -0.439801802 0.036174602 0.348173053
-10.505628235 -2.679278872 39.000220134 -0.320734365 -0.574354953 -0.716916292 -0.230817861
-5.294776344 -6.872344032 35.178121154 0.214723550 -0.503345787 0.632708377 -0.547920546
-16.431882568 -4.183440228 36.829927627 -0.850277361 0.473932577 0.165285007 -0.158420919
-9.037147389 7.724458973 34.229900477 0.469808595 0.862778650 -0.171786257 0.073364614
-6.830007042 9.519189256 39.669940624 0.427869823 0.803699014 0.084111629 -0.404871020
-6.107360857 -0.278388371 36.649649691 -0.543441759 0.011469959 -0.722162312 0.427809642
-10.582305619 -1.043014028 35.257674399 -0.647919962 0.179352287 -0.039995628 -0.739210951
-14.450109044 5.758031521 37.944575141 0.711715375 0.452592264 -0.002793843 0.537227757
-12.439592241 -0.881593047 32.540450912 0.356226720 -0.680206257 0.139417579 -0.625287702
-6.899857469 6.970274526 39.755490577 -0.555319473 -0.509163461 -0.060666075 0.654746119
-6.659676352 -4.846217660 42.356259533 0.689402118 0.694614505 0.102195715 0.178301559
-15.314906268 2.791326122 38.014390846 -0.402333606 0.887144101 0.068939496 -0.215291336
-16.339697629 0.382623515 37.755649105 0.917453391 0.242784088 0.311982161 -0.044746999
-0.669345235 0.949792849 43.826896845 -0.404113205 -0.429105904 -0.642224455 0.490008562
-11.156330454 -3.911379343 31.470356283 0.948012270 0.178581755 -0.212790552 0.155246494
-4.241829669 2.276785867 44.401885734 -0.452726196 0.062154508 0.148368761 -0.877019110
-12.910224963 -2.625513744 32.238644034 0.271866523 0.921846483 -0.272409048 0.045617601
-7.650671816 -0.029363047 32.575259475 0.736819534 -0.389038840 0.326618496 0.446168257
-1.341628596 5.215283684 42.897485826 -0.363555464 -0.855014367 0.222088288 0.295727323
-7.011293901 -6.502006599 41.677025590 0.119396038 -0.241470896 0.736620305 0.620344194
-13.556921316 -4.366432583 42.467123867 0.396391580 0.571410400 0.541258515 0.472655361
-10.211505586 2.479731649 46.732403961 -0.305337474 0.876742007 0.322345122 0.184894843
-0.412782014 1.216564366 38.006277326 0.596554882 0.404141670 0.636720415 0.274552174
-8.658711454 0.242357290 38.480236927 0.266062140 -0.499643245 -0.356255540 -0.743404032
-12.463581750 -0.911055575 40.665108285 0.778183162 0.043325374 -0.361838274 -0.511494811
-3.959413068 -5.592019835 44.224929327 -0.643668531 -0.389431972 0.534374024 -0.385328384
-13.494579036 -7.219608058 36.992030230 -0.381416224 -0.364474162 -0.754265197 0.390850690
-5.872961156 5.284886705 38.099223259 0.132879344 -0.318344977 0.627909782 -0.697659560
-2.447337305 2.308520052 32.081579027 -0.456688884 -0.508720913 -0.159984704 0.712069653
-11.387914331 -0.565916807 43.900714064 -0.415633346 -0.708628937 0.517858339 -0.238572194
-9.784996349 -7.786631240 36.958180470 0.312245972 0.054293324 -0.460736170 -0.829021634
-17.141066779 -1.192135447 38.661427748 -0.618968967 0.662845981 -0.106455478 -0.407651633
-9.213508375 3.278019023 41.382439064 0.300396003 0.725951771 0.607630251 -0.116369003
-12.516591016 9.091463249 37.755049969 0.063681052 0.275597369 0.786491692 -0.549018791
-8.768556712 2.184045290 43.501704468 -0.432574826 -0.087794032 -0.777763667 -0.447498498
-14.095730926 -2.479146881 41.743235354 -0.781110647 0.485070756 0.182745062 -0.348104527
-2.621979500 4.556858082 32.020138326 -0.010589518 -0.619634469 0.350614207 -0.702147182
-5.618248767 5.933118412 35.884493743 -0.343023237 -0.189182957 0.780266164 -0.487575206
-9.556004513 7.225682523 43.254191933 -0.750820391 0.409549506 0.111558932 -0.506055874
